,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,Item_MRP_Group,price/weight
6919,9.3,Low Fat,-3.109482013892224,245.4802,MED,High,Tier 3,Supermarket Type1,3193.8426,NC,26,D,26.395720430107524
6920,11.395,Low Fat,-4.615372856676278,48.8034,MED,Small,Tier 2,Supermarket Type1,777.6544,NC,11,A,4.282878455462923
6921,11.8,Low Fat,-1.6623647192242332,184.3924,LOW,Small,Tier 3,Grocery Store,370.1848,DR,15,C,15.626474576271185
6922,8.01,Low Fat,-2.656561808997457,37.9532,MED,High,Tier 3,Supermarket Type1,826.9236,DR,26,A,4.738227215980025
6923,15.0,Low Fat,-2.125485932537366,229.3694,MED,Medium,Tier 3,Supermarket Type2,5024.1268,FD,4,D,15.291293333333334
6924,13.35,Low Fat,-2.730060990995915,93.4804,MED,Medium,Tier 3,Supermarket Type2,1102.5648,FD,4,B,7.002277153558053
6925,15.1,Regular,-2.347215779298049,130.7942,HIGH,Medium,Tier 3,Supermarket Type3,3047.3666,FD,28,B,8.661867549668873
6926,6.669999999999999,Regular,-1.5319791479605627,86.8514,LOW,Small,Tier 1,Grocery Store,354.2056,FD,28,B,13.021199400299851
6927,10.5,Low Fat,-3.0363650984679444,157.0946,MED,Small,Tier 2,Supermarket Type1,2209.1244,DR,9,C,14.961390476190477
6928,21.25,Low Fat,-3.935644918921425,120.4756,MED,Small,Tier 2,Supermarket Type1,1938.8096,FD,6,B,5.66944
6929,17.0,Regular,-3.628014861092894,142.047,MED,Small,Tier 1,Supermarket Type1,3149.234,FD,16,C,8.355705882352941
6930,9.3,Low Fat,-2.197072894840591,63.1826,MED,High,Tier 3,Supermarket Type1,2002.0606,FD,26,A,6.793827956989247
6931,15.7,Low Fat,-3.2905837179787785,183.1634,MED,Small,Tier 1,Supermarket Type1,5634.6654,DR,16,C,11.666458598726114
6932,15.75,Low Fat,-1.9618127152464169,252.8382,MED,Small,Tier 1,Supermarket Type1,6308.455,DR,16,D,16.05321904761905
6933,16.75,Low Fat,-2.5853609804779722,35.2532,HIGH,Medium,Tier 3,Supermarket Type3,970.7364,NC,28,A,2.104668656716418
6934,14.5,Regular,-2.749452957982282,263.1594,MED,Medium,Tier 1,Supermarket Type1,2616.594,FD,14,D,18.148924137931036
6935,11.65,Regular,-2.2746771283635465,172.6422,LOW,Small,Tier 1,Grocery Store,344.8844,FD,28,C,14.81907296137339
6936,18.75,Low Fat,-4.574122201866369,208.4954,HIGH,Medium,Tier 3,Supermarket Type3,3751.1172,NC,28,D,11.119754666666665
6937,7.1,Low Fat,-2.201528202661258,173.808,MED,Small,Tier 2,Supermarket Type1,1211.756,FD,6,C,24.48
6938,14.5,Regular,-2.3665605361183717,159.3262,MED,Small,Tier 2,Supermarket Type1,2864.2716,FD,9,C,10.988013793103448
6939,17.35,Low Fat,-4.218440902412578,73.1038,MED,Small,Tier 2,Supermarket Type1,886.8456,FD,11,B,4.2134755043227665
6940,18.0,Low Fat,-3.9391267662515697,128.6994,MED,Medium,Tier 3,Supermarket Type2,2441.4886,NC,4,B,7.149966666666667
6941,6.615,Regular,-2.38710518671755,248.6408,MED,High,Tier 3,Supermarket Type1,3504.7712,FD,26,D,37.58742252456538
6942,5.695,Regular,-2.1325421018730695,256.3988,LOW,Small,Tier 1,Grocery Store,256.9988,FD,28,D,45.021738366988586
6943,11.5,Regular,-3.2795120233141444,107.5254,MED,Small,Tier 2,Supermarket Type1,325.5762,FD,11,B,9.350034782608697
6944,19.1,Low Fat,-2.385307202059649,183.7608,MED,Medium,Tier 1,Supermarket Type1,4777.7808,NC,14,C,9.620984293193716
6945,18.6,Low Fat,-3.043704142618204,188.3898,HIGH,Medium,Tier 3,Supermarket Type3,5238.5144,FD,28,C,10.128483870967742
6946,7.05,Regular,-2.8846781373593915,222.1088,MED,Small,Tier 2,Supermarket Type1,4026.7584,FD,6,D,31.504794326241136
6947,11.395,Low Fat,-4.057285452882661,47.1034,LOW,Small,Tier 1,Grocery Store,145.8102,NC,28,A,4.133690215006582
6948,16.35,Low Fat,-3.5598482722653673,98.141,LOW,Small,Tier 3,Grocery Store,386.164,NC,15,B,6.002507645259938
6949,18.35,Regular,-2.3613076530024792,84.3882,MED,Small,Tier 1,Supermarket Type1,1116.5466,FD,16,B,4.598811989100817
6950,9.105,Low Fat,-2.742474221999789,33.39,LOW,Small,Tier 3,Grocery Store,33.29,NC,15,A,3.6672158154859966
6951,7.63,Regular,-2.004821817065173,47.0402,MED,Small,Tier 2,Supermarket Type1,1470.0864,FD,9,A,6.16516382699869
6952,17.5,Low Fat,-3.530195920352118,140.318,LOW,Small,Tier 1,Grocery Store,139.818,FD,28,C,8.01817142857143
6953,11.15,Low Fat,-1.5605443583714924,44.2744,LOW,Small,Tier 1,Grocery Store,90.5488,FD,28,A,3.970798206278027
6954,7.55,Low Fat,-3.6036226588362634,152.934,MED,Small,Tier 2,Supermarket Type1,2450.144,FD,11,C,20.256158940397352
6955,13.1,Low Fat,-3.854473884590784,189.553,LOW,Small,Tier 1,Grocery Store,379.506,NC,28,C,14.46969465648855
6956,5.5,Low Fat,-3.05635280537879,100.1016,MED,High,Tier 3,Supermarket Type1,2125.2336,NC,26,B,18.20029090909091
6957,7.59,Regular,-1.9291862562020747,172.908,MED,Medium,Tier 1,Supermarket Type1,6231.888,FD,14,C,22.781027667984187
6958,9.5,Low Fat,-3.173628572261741,31.49,MED,High,Tier 3,Supermarket Type1,466.06,DR,26,A,3.314736842105263
6959,6.11,Regular,-1.8821514347005335,44.4086,MED,Small,Tier 2,Supermarket Type1,1159.8236,DR,11,A,7.268183306055646
6960,5.655,Low Fat,-2.4562336222533396,164.75,MED,Small,Tier 2,Supermarket Type1,1498.05,FD,6,C,29.133510167992924
6961,7.285,Low Fat,-2.996643989040277,156.5288,MED,Small,Tier 2,Supermarket Type1,2356.932,FD,9,C,21.486451612903224
6962,10.65,Low Fat,-3.020796103537014,165.2526,MED,Medium,Tier 1,Supermarket Type1,3946.8624,NC,14,C,15.516676056338028
6963,17.7,Regular,-4.135266263101759,46.8034,MED,Small,Tier 2,Supermarket Type1,923.4646,FD,6,A,2.64425988700565
6964,12.8,Low Fat,-2.5770648080357357,97.141,MED,High,Tier 3,Supermarket Type1,2799.689,FD,26,B,7.589140625
6965,19.85,Low Fat,-2.9637910765184783,126.1704,MED,Medium,Tier 3,Supermarket Type2,1877.556,NC,4,B,6.356191435768261
6966,15.7,Regular,-1.584820727078535,111.0544,LOW,Small,Tier 3,Grocery Store,223.7088,FD,15,B,7.073528662420382
6967,15.6,Low Fat,-1.7511560739588752,114.4518,MED,Small,Tier 2,Supermarket Type1,2390.8878,FD,6,B,7.336653846153847
6968,9.8,Regular,-2.876357296819587,84.2908,MED,High,Tier 3,Supermarket Type1,755.0172,FD,26,B,8.601102040816327
6969,19.5,Low Fat,-4.250127663724905,57.1614,MED,High,Tier 3,Supermarket Type1,331.5684,NC,26,A,2.931353846153846
6970,16.2,Low Fat,-3.3997965632665403,74.0696,MED,Small,Tier 1,Supermarket Type1,1416.8224,DR,16,B,4.572197530864197
6971,17.6,Regular,-4.133627054883696,44.0402,MED,Small,Tier 2,Supermarket Type1,597.2226,FD,9,A,2.5022840909090904
6972,13.6,Low Fat,-2.134524322901039,196.2136,MED,Small,Tier 2,Supermarket Type1,1944.136,FD,6,C,14.427470588235295
6973,18.85,Low Fat,-1.786460322539609,193.1136,MED,Small,Tier 2,Supermarket Type1,2332.9632,NC,9,C,10.244753315649866
6974,15.1,Regular,-2.70036335078151,258.8304,MED,Medium,Tier 1,Supermarket Type1,5424.9384,FD,14,D,17.14108609271523
6975,17.35,Low Fat,-3.920684681097042,79.2618,MED,Medium,Tier 3,Supermarket Type2,966.7416,NC,4,B,4.568403458213256
6976,15.7,Regular,-3.771558252111451,169.879,LOW,Small,Tier 1,Grocery Store,339.558,FD,28,C,10.820318471337579
6977,20.7,Low Fat,-3.8429105544244435,157.0288,MED,Small,Tier 1,Supermarket Type1,2199.8032,FD,16,C,7.585932367149758
6978,13.5,Regular,-2.6844853070742842,60.9562,MED,Small,Tier 2,Supermarket Type1,533.3058,FD,6,A,4.515274074074075
6979,11.0,Low Fat,-3.454549103685299,40.348,LOW,Small,Tier 1,Grocery Store,79.896,NC,28,A,3.6679999999999997
6980,9.6,Regular,-4.258487892697997,187.3872,HIGH,Medium,Tier 3,Supermarket Type3,2836.308,FD,28,C,19.5195
6981,13.1,Low Fat,-2.582778515509758,168.1158,MED,Small,Tier 2,Supermarket Type1,2005.3896,FD,9,C,12.83326717557252
6982,12.15,Low Fat,-3.9932798081502314,254.7698,MED,Medium,Tier 1,Supermarket Type1,5073.396,FD,14,D,20.968707818930042
6983,16.7,Regular,-2.5953428114379515,120.1782,LOW,Small,Tier 1,Grocery Store,357.5346,FD,28,B,7.196299401197606
6984,19.6,Regular,-3.185193376360532,46.2376,HIGH,Medium,Tier 3,Supermarket Type3,814.9392,FD,28,A,2.3590612244897957
6985,12.0,Regular,-3.8965279758571825,98.1042,HIGH,Medium,Tier 3,Supermarket Type3,2777.7176,FD,28,B,8.17535
6986,17.75,Low Fat,-2.0515730370897263,34.2216,LOW,Small,Tier 1,Grocery Store,173.108,FD,28,A,1.9279774647887324
6987,15.1,Low Fat,-2.896874557340886,216.1166,MED,Small,Tier 2,Supermarket Type1,5007.4818,FD,9,D,14.31235761589404
6988,16.7,Low Fat,-3.8137319999748804,110.5886,MED,Small,Tier 1,Supermarket Type1,1556.6404,FD,16,B,6.622071856287425
6989,14.65,Low Fat,-4.49070652001539,55.6614,MED,Small,Tier 2,Supermarket Type1,1049.9666,NC,11,A,3.7994129692832765
6990,13.3,Low Fat,-2.750033400810324,151.8708,MED,Small,Tier 2,Supermarket Type1,1655.1788,FD,6,C,11.418857142857142
6991,20.1,Low Fat,-3.356741482578138,118.6782,MED,Small,Tier 2,Supermarket Type1,2502.7422,NC,6,B,5.904388059701493
6992,14.3,Regular,-2.785903721379394,89.8856,MED,Medium,Tier 3,Supermarket Type2,1406.1696,FD,4,B,6.285706293706293
6993,7.42,Low Fat,-3.886979722622445,249.7092,MED,Small,Tier 2,Supermarket Type1,7719.2852,FD,6,D,33.653530997304586
6994,9.8,Low Fat,-3.6511916845492958,214.885,HIGH,Medium,Tier 3,Supermarket Type3,4976.855,FD,28,D,21.927040816326528
6995,9.5,Low Fat,-2.464864733476662,188.7872,MED,High,Tier 3,Supermarket Type1,1701.7848,DR,26,C,19.872336842105266
6996,7.075,Low Fat,-2.326254885343425,141.8128,LOW,Small,Tier 3,Grocery Store,143.8128,FD,15,C,20.044212014134278
6997,7.56,Low Fat,-2.192345593956207,157.063,LOW,Small,Tier 1,Grocery Store,312.926,FD,28,C,20.7755291005291
6998,7.96,Low Fat,-3.8493278228206114,160.7894,MED,Small,Tier 2,Supermarket Type1,3235.788,FD,6,C,20.199673366834173
6999,6.135,Low Fat,-2.1605154241647537,160.5236,MED,Small,Tier 2,Supermarket Type1,2094.6068,DR,11,C,26.16521597392013
7000,14.6,Regular,-3.143447995537864,109.7254,MED,Medium,Tier 3,Supermarket Type2,651.1524,FD,4,B,7.515438356164383
7001,14.3,Regular,-3.0022301994214353,212.4586,MED,Small,Tier 1,Supermarket Type1,3799.0548,FD,16,D,14.857244755244754
7002,8.43,Low Fat,-1.7325418546646065,172.1422,HIGH,Medium,Tier 3,Supermarket Type3,5000.8238,NC,28,C,20.420189798339266
7003,7.76,Low Fat,-2.264152064983269,100.67,LOW,Small,Tier 1,Grocery Store,399.48,FD,28,B,12.972938144329898
7004,8.315,Regular,-3.334165331329118,147.1444,MED,Small,Tier 2,Supermarket Type1,870.8664,FD,11,C,17.696259771497292
7005,10.1,Low Fat,-1.2737390748088049,241.8512,LOW,Small,Tier 3,Grocery Store,484.7024,DR,15,D,23.945663366336635
7006,9.895,Regular,-3.0212959784351114,262.1278,MED,Medium,Tier 1,Supermarket Type1,3904.917,FD,14,D,26.490934815563413
7007,11.5,Regular,-3.8782903530151422,85.054,MED,Small,Tier 2,Supermarket Type1,1731.08,FD,6,B,7.396
7008,18.25,Low Fat,-2.533987580625963,226.0062,MED,Medium,Tier 1,Supermarket Type1,1805.6496,FD,14,D,12.383901369863015
7009,4.635,Low Fat,-1.9597821448240051,127.0994,MED,Small,Tier 1,Supermarket Type1,1927.491,FD,16,B,27.421661272923412
7010,18.5,Regular,-2.7766746743846853,145.8418,MED,Small,Tier 2,Supermarket Type1,5591.3884,FD,9,C,7.883340540540541
7011,5.365,Regular,-1.9603327434573645,173.5764,MED,Medium,Tier 3,Supermarket Type2,2061.3168,FD,4,C,32.35347623485554
7012,6.095,Low Fat,-2.5068163642339494,140.3154,MED,Medium,Tier 3,Supermarket Type2,1843.6002,NC,4,C,23.021394585726007
7013,20.0,Low Fat,-2.843901866335644,110.4544,HIGH,Medium,Tier 3,Supermarket Type3,4250.4672,NC,28,B,5.5227200000000005
7014,16.75,Low Fat,-2.507807221642963,257.0988,MED,Medium,Tier 1,Supermarket Type1,6424.97,FD,14,D,15.349182089552238
7015,21.25,Low Fat,-3.939259421996133,120.8756,MED,Small,Tier 2,Supermarket Type1,1575.2828,FD,11,B,5.688263529411765
7016,16.0,Low Fat,-2.626693045386445,230.2668,HIGH,Medium,Tier 3,Supermarket Type3,8062.838,NC,28,D,14.391675
7017,12.1,Low Fat,-3.8783503949575024,148.5734,MED,Small,Tier 2,Supermarket Type1,1336.2606,FD,6,C,12.278793388429753
7018,15.1,Low Fat,-2.4349186775628624,242.2512,LOW,Small,Tier 3,Grocery Store,484.7024,FD,15,D,16.04312582781457
7019,8.6,Regular,-2.951439014848579,131.531,MED,Medium,Tier 1,Supermarket Type1,2466.789,FD,14,B,15.294302325581397
7020,17.6,Low Fat,-3.177708473990318,164.2526,MED,Medium,Tier 1,Supermarket Type1,1315.6208,DR,14,C,9.33253409090909
7021,15.35,Low Fat,-4.155609662851309,144.047,MED,Small,Tier 1,Supermarket Type1,286.294,NC,16,C,9.384169381107492
7022,8.26,Low Fat,-3.3697632224973275,115.7834,MED,Small,Tier 2,Supermarket Type1,2073.3012,DR,9,B,14.017360774818401
7023,6.57,Low Fat,-2.3342762548993607,191.482,MED,Small,Tier 1,Supermarket Type1,5020.132,NC,16,C,29.14490106544901
7024,11.6,Low Fat,-4.027586225449323,177.0686,MED,Medium,Tier 3,Supermarket Type2,1422.1488,FD,4,C,15.264534482758622
7025,20.35,Regular,-4.20575903280768,232.3958,MED,Small,Tier 2,Supermarket Type1,6076.0908,FD,6,D,11.41994103194103
7026,12.15,Low Fat,-2.7881354121790034,254.904,MED,Small,Tier 1,Supermarket Type1,4048.064,NC,16,D,20.979753086419752
7027,17.35,Regular,-3.1835154860733685,93.7804,MED,High,Tier 3,Supermarket Type1,2848.2924,FD,26,B,5.405210374639769
7028,7.0,Low Fat,-1.887793036413953,107.728,MED,Small,Tier 1,Supermarket Type1,2024.032,FD,16,B,15.389714285714286
7029,8.5,Low Fat,-2.324797358938967,50.5324,MED,High,Tier 3,Supermarket Type1,882.8508,FD,26,A,5.944988235294118
7030,20.2,Low Fat,-1.6262791686213076,125.8046,LOW,Small,Tier 1,Grocery Store,249.0092,NC,28,B,6.227950495049505
7031,14.5,Regular,-3.1865731448735612,42.0454,MED,Medium,Tier 1,Supermarket Type1,377.5086,FD,14,A,2.8996827586206897
7032,9.195,Regular,-2.0351763272906407,106.4596,LOW,Small,Tier 3,Grocery Store,215.7192,FD,15,B,11.577988036976617
7033,17.75,Regular,-3.5166076271130606,140.3838,MED,Medium,Tier 1,Supermarket Type1,1404.838,FD,14,C,7.90894647887324
7034,8.775,Low Fat,-3.7539059193435325,111.3228,MED,Medium,Tier 1,Supermarket Type1,1436.7964,FD,14,B,12.686358974358974
7035,16.7,Regular,-2.6548060705834713,189.6214,MED,Small,Tier 2,Supermarket Type1,2826.321,FD,6,C,11.354574850299402
7036,15.2,Low Fat,-3.9599337638881527,238.2248,MED,Medium,Tier 1,Supermarket Type1,3555.372,FD,14,D,15.672684210526315
7037,20.5,Low Fat,-3.882219961171451,91.083,MED,Small,Tier 1,Supermarket Type1,539.298,FD,16,B,4.443073170731707
7038,8.6,Low Fat,-2.691471124160287,115.2176,HIGH,Medium,Tier 3,Supermarket Type3,1030.6584,NC,28,B,13.397395348837211
7039,5.21,Low Fat,-4.503320255228893,257.8962,MED,Small,Tier 2,Supermarket Type1,4402.9354,NC,6,D,49.50023032629559
7040,10.3,Regular,-3.891867572728054,115.7176,MED,Small,Tier 2,Supermarket Type1,1717.764,FD,6,B,11.234718446601942
7041,18.25,Low Fat,-2.8077218623540796,165.9526,MED,Medium,Tier 1,Supermarket Type1,1644.526,FD,14,C,9.09329315068493
7042,21.25,Low Fat,-2.1730155870381123,232.83,MED,Small,Tier 2,Supermarket Type1,1398.18,NC,11,D,10.956705882352942
7043,8.6,Low Fat,-3.4229714147023094,142.9154,MED,Small,Tier 2,Supermarket Type1,992.7078,NC,9,C,16.618069767441863
7044,10.3,Regular,-3.691470929086468,172.0422,MED,Medium,Tier 1,Supermarket Type1,3966.1706,FD,14,C,16.70312621359223
7045,9.5,Low Fat,-2.59903525302406,251.9724,MED,Small,Tier 1,Supermarket Type1,3523.4136,FD,16,D,26.52341052631579
7046,9.3,Low Fat,-3.1633594278447394,125.4388,MED,Small,Tier 2,Supermarket Type1,3715.164,DR,9,B,13.488043010752687
7047,9.195,Regular,-3.049404310697579,50.8666,MED,Small,Tier 2,Supermarket Type1,871.5322,FD,6,A,5.531984774333877
7048,7.68,Low Fat,-1.8781943498781823,84.9224,MED,Small,Tier 2,Supermarket Type1,1619.2256,NC,11,B,11.057604166666666
7049,12.35,Low Fat,-1.813097263370091,116.6124,HIGH,Medium,Tier 3,Supermarket Type3,3199.8348,NC,28,B,9.4422995951417
7050,12.1,Low Fat,-3.5118465241526575,144.4444,MED,Small,Tier 2,Supermarket Type1,3628.61,DR,11,C,11.937553719008266
7051,11.6,Low Fat,-3.2567938109390036,57.7272,MED,Small,Tier 2,Supermarket Type1,503.3448,FD,9,A,4.97648275862069
7052,9.695,Regular,-3.0444439348048578,246.2144,MED,Medium,Tier 3,Supermarket Type2,3675.216,FD,4,D,25.396018566271273
7053,12.0,Low Fat,-2.582982959805445,121.9388,MED,Small,Tier 1,Supermarket Type1,3219.8088,FD,16,B,10.161566666666667
7054,19.0,Low Fat,-2.6964046940111217,132.9626,MED,Small,Tier 1,Supermarket Type1,1967.439,FD,16,B,6.998031578947369
7055,6.38,Low Fat,-3.4460390065830766,179.5344,MED,High,Tier 3,Supermarket Type1,4103.9912,FD,26,C,28.140188087774295
7056,20.5,Regular,-2.18357600036389,195.5478,MED,Small,Tier 2,Supermarket Type1,3874.956,FD,11,C,9.538917073170731
7057,20.85,Regular,-2.878975969250341,103.1648,HIGH,Medium,Tier 3,Supermarket Type3,1973.4312,FD,28,B,4.947952038369304
7058,5.695,Regular,-2.688590132472551,257.4988,MED,Medium,Tier 3,Supermarket Type2,3083.9856,FD,4,D,45.21489025460931
7059,19.2,Regular,-1.950592191730874,153.8314,LOW,Small,Tier 3,Grocery Store,155.1314,FD,15,C,8.012052083333334
7060,20.35,Regular,-4.212232013329587,234.9958,MED,High,Tier 3,Supermarket Type1,5842.395,FD,26,D,11.54770515970516
7061,9.195,Low Fat,-2.520214239126696,107.7622,LOW,Small,Tier 3,Grocery Store,105.8622,NC,15,B,11.719651984774334
7062,17.85,Low Fat,-3.2749246192694486,191.6188,MED,Small,Tier 2,Supermarket Type1,2475.4444,DR,9,C,10.734946778711484
7063,4.785,Low Fat,-2.384388990652591,120.7098,HIGH,Medium,Tier 3,Supermarket Type3,3735.8038,FD,28,B,25.226708463949844
7064,14.6,Low Fat,-3.6611477958118597,199.9084,MED,Small,Tier 1,Supermarket Type1,2380.9008,NC,16,C,13.692356164383561
7065,10.195,Regular,-4.383354876396495,195.411,MED,Small,Tier 2,Supermarket Type1,2749.754,FD,11,C,19.16733692986758
7066,17.85,Low Fat,-2.776706629192589,148.005,MED,Medium,Tier 3,Supermarket Type2,898.83,FD,4,C,8.291596638655461
7067,7.5,Low Fat,-3.318564566599278,176.1028,MED,High,Tier 3,Supermarket Type1,1948.1308,NC,26,C,23.480373333333333
7068,6.59,Low Fat,-3.6405432215272864,121.6098,MED,Small,Tier 2,Supermarket Type1,2410.196,NC,11,B,18.453687405159332
7069,10.895,Low Fat,-1.9835162856191546,262.2568,MED,Small,Tier 2,Supermarket Type1,3954.852,FD,6,D,24.071298760899495
7070,12.5,Low Fat,-2.5164972971094257,220.8798,HIGH,Medium,Tier 3,Supermarket Type3,6170.6344,FD,28,D,17.670384
7071,14.6,Low Fat,-2.8177338480404437,179.6976,MED,Small,Tier 2,Supermarket Type1,5070.7328,NC,6,C,12.308054794520547
7072,15.7,Regular,-1.5398008904566296,111.6544,LOW,Small,Tier 1,Grocery Store,335.5632,FD,28,B,7.111745222929937
7073,9.6,Low Fat,-2.9627414838294266,258.062,MED,Medium,Tier 3,Supermarket Type2,2856.282,FD,4,D,26.881458333333335
7074,12.6,Low Fat,-1.78108336814646,211.0612,LOW,Small,Tier 1,Grocery Store,418.1224,FD,28,D,16.75088888888889
7075,10.3,Regular,-3.0429290198881667,189.053,MED,Small,Tier 2,Supermarket Type1,5313.084,FD,11,C,18.354660194174755
7076,17.0,Regular,-4.131696646350578,228.4352,MED,Small,Tier 2,Supermarket Type1,8245.2672,FD,6,D,13.437364705882354
7077,8.645,Low Fat,-3.83415663348691,50.6982,MED,Medium,Tier 1,Supermarket Type1,736.3748,FD,14,A,5.864453441295547
7078,16.0,Regular,-1.754303651047617,155.2972,MED,Medium,Tier 1,Supermarket Type1,3583.3356,FD,14,C,9.706075
7079,6.155,Regular,-2.353399807182529,213.456,MED,Medium,Tier 3,Supermarket Type2,2556.672,FD,4,D,34.68009748172217
7080,13.85,Regular,-3.6538371506763627,165.121,MED,Small,Tier 2,Supermarket Type1,2936.178,FD,9,C,11.922093862815885
7081,20.2,Regular,-1.5823851846688475,198.011,LOW,Small,Tier 1,Grocery Store,392.822,FD,28,C,9.802524752475248
7082,13.1,Low Fat,-3.2756097347050774,173.8054,MED,Small,Tier 2,Supermarket Type1,2801.6864,FD,6,C,13.267587786259542
7083,14.6,Low Fat,-3.1010344798007328,196.5084,LOW,Small,Tier 1,Grocery Store,198.4084,NC,28,C,13.459479452054795
7084,11.8,Low Fat,-2.9102783070320317,77.0012,MED,Small,Tier 2,Supermarket Type1,2277.036,DR,6,B,6.525525423728813
7085,15.5,Regular,-2.5804918201987763,265.5568,MED,Small,Tier 2,Supermarket Type1,4482.1656,FD,9,D,17.132696774193548
7086,14.15,Low Fat,-4.218594022711085,196.911,LOW,Small,Tier 3,Grocery Store,392.822,NC,15,C,13.915971731448764
7087,17.1,Low Fat,-2.705620300702829,114.186,HIGH,Medium,Tier 3,Supermarket Type3,1924.162,NC,28,B,6.677543859649123
7088,17.7,Regular,-1.441656511560274,184.1924,LOW,Small,Tier 1,Grocery Store,185.0924,FD,28,C,10.406350282485876
7089,20.7,Low Fat,-3.015226864298301,39.9506,MED,Small,Tier 2,Supermarket Type1,872.8638,FD,6,A,1.9299806763285026
7090,15.2,Low Fat,-3.3383059944301494,216.7824,LOW,Small,Tier 3,Grocery Store,436.7648,FD,15,D,14.262
7091,11.5,Low Fat,-4.037648985474717,132.7626,MED,Small,Tier 2,Supermarket Type1,2885.5772,NC,9,B,11.544573913043477
7092,21.25,Low Fat,-3.9397318748510513,120.8756,MED,Medium,Tier 1,Supermarket Type1,1454.1072,FD,14,B,5.688263529411765
7093,14.1,Low Fat,-2.1780036191767365,54.5956,MED,Small,Tier 1,Supermarket Type1,1037.3164,FD,16,A,3.872028368794326
7094,9.395,Regular,-2.209883184501159,41.3112,MED,Small,Tier 2,Supermarket Type1,255.6672,DR,6,A,4.3971474188398085
7095,8.985,Regular,-3.254749345459229,130.531,HIGH,Medium,Tier 3,Supermarket Type3,5582.733,FD,28,B,14.527657206455205
7096,7.895,Regular,-2.354379481329253,101.1332,MED,Medium,Tier 3,Supermarket Type2,1332.9316,FD,4,B,12.809778340721977
7097,14.0,Low Fat,-3.539555788454349,131.331,MED,Small,Tier 2,Supermarket Type1,3635.268,NC,6,B,9.380785714285713
7098,5.365,Regular,-1.9652305671330481,172.0764,MED,High,Tier 3,Supermarket Type1,2748.4224,FD,26,C,32.0738863000932
7099,16.35,Low Fat,-3.419678612387457,165.7842,MED,Small,Tier 2,Supermarket Type1,1823.6262,FD,6,C,10.139706422018348
7100,15.75,Low Fat,-1.9963009076929166,100.37,MED,Small,Tier 2,Supermarket Type1,1298.31,NC,6,B,6.372698412698413
7101,7.5,Low Fat,-3.3136667295192077,177.9028,MED,Medium,Tier 3,Supermarket Type2,1416.8224,NC,4,C,23.720373333333335
7102,14.8,Low Fat,-2.554074357093557,189.3846,MED,High,Tier 3,Supermarket Type1,4777.115,FD,26,C,12.796256756756756
7103,7.07,Low Fat,-2.3623242906641573,115.8834,MED,Small,Tier 2,Supermarket Type1,1036.6506,FD,6,B,16.39086280056577
7104,20.5,Low Fat,-1.9413758127137868,34.719,MED,Medium,Tier 1,Supermarket Type1,768.999,NC,14,A,1.693609756097561
7105,20.25,Regular,-2.014799633386901,193.0794,LOW,Small,Tier 1,Grocery Store,975.397,FD,28,C,9.534785185185186
7106,18.0,Low Fat,-2.0840238966500295,119.9124,MED,Small,Tier 2,Supermarket Type1,948.0992,FD,9,B,6.6618
7107,9.5,Regular,-1.5057245385698212,231.8668,LOW,Small,Tier 3,Grocery Store,230.3668,FD,15,D,24.407031578947368
7108,15.0,Low Fat,-2.6406897653136774,125.7362,MED,High,Tier 3,Supermarket Type1,3020.0688,NC,26,B,8.382413333333334
7109,20.1,Regular,-3.797568347123869,226.3036,MED,Small,Tier 1,Supermarket Type1,910.8144,FD,16,D,11.258885572139302
7110,11.0,Regular,-2.0147583585063216,219.7798,MED,Medium,Tier 1,Supermarket Type1,2644.5576,FD,14,D,19.979981818181816
7111,18.7,Low Fat,-3.077385854654394,151.5682,MED,Small,Tier 2,Supermarket Type1,1982.0866,NC,9,C,8.105251336898396
7112,8.42,Low Fat,-2.2422030402029414,64.2168,HIGH,Medium,Tier 3,Supermarket Type3,1278.336,NC,28,A,7.626698337292162
7113,15.15,Regular,-2.711357850347713,147.976,MED,Medium,Tier 3,Supermarket Type2,732.38,FD,4,C,9.767392739273927
7114,14.1,Low Fat,-2.703361853598966,196.7084,MED,Medium,Tier 1,Supermarket Type1,3174.5344,FD,14,C,13.95095035460993
7115,8.42,Low Fat,-1.671746101279524,65.4168,LOW,Small,Tier 3,Grocery Store,127.8336,NC,15,A,7.769216152019002
7116,17.85,Low Fat,-2.9579704702461846,121.0072,HIGH,Medium,Tier 3,Supermarket Type3,2940.1728,FD,28,B,6.779114845938374
7117,17.75,Low Fat,-2.903942209366012,145.1444,HIGH,Medium,Tier 3,Supermarket Type3,3918.8988,FD,28,C,8.177149295774647
7118,8.27,Low Fat,-3.973175213268615,237.988,MED,Small,Tier 1,Supermarket Type1,7190.64,NC,16,D,28.77726723095526
7119,17.1,Low Fat,-2.354821769068308,84.5566,LOW,Small,Tier 1,Grocery Store,253.6698,FD,28,B,4.944830409356725
7120,8.615,Low Fat,-2.1479558362744076,95.4436,MED,Medium,Tier 3,Supermarket Type2,567.2616,FD,4,B,11.078769587928033
7121,7.785,Low Fat,-1.409198730969815,105.9306,LOW,Small,Tier 1,Grocery Store,209.0612,FD,28,B,13.607013487475914
